subset,model,query_id,reference_rank_bin,delta_ndcg,delta_mrr,delta_best_positive_score,delta_hardest_unlabelled_score,delta_margin,delta_fixed_margin,delta_fixed_boundary_distance,delta_fixed_mean_positive_cosine,query_neighbor_retention
biology,RELER,89,11-100,0.6049306994552042,1.0,0.10563910007476807,0.002900421619415283,0.10273867845535278,0.34068119525909424,0.32332495695327157,0.10094082355499268,0.7
biology,RELER,9,11-100,0.30260241349881345,1.0,0.13154160976409912,-0.007642090320587158,0.13918370008468628,0.2073526382446289,0.21349112757653677,0.03181356191635132,0.8
biology,RELER,90,101+,0.0,0.0,0.06504237651824951,0.06998175382614136,-0.004939377307891846,0.23199689388275146,0.19475974651171352,0.030734002590179443,0.6
biology,RELER,91,101+,0.592512031964586,0.5,0.2840002179145813,-0.01155102252960205,0.29555124044418335,0.6702784895896912,0.5305946743580635,0.24856549501419067,0.8
biology,RELER,92,11-100,0.48381288316677695,0.3333333333333333,-0.02666628360748291,-0.06572860479354858,0.039062321186065674,0.33770139515399933,0.3035602815508577,-0.008710384368896484,0.7
biology,RELER,93,11-100,1.0,1.0,0.06227576732635498,-0.1462680697441101,0.2085438370704651,0.27193552255630493,0.22368833318800602,0.062275826930999756,0.7
biology,RELER,94,11-100,0.15101961822780524,0.2,0.05916738510131836,0.03887534141540527,0.020292043685913086,0.26828306913375854,0.24821176506090198,-0.0005508065223693848,0.7
biology,RELER,95,11-100,0.18457569677956817,0.1111111111111111,0.10021179914474487,0.00426936149597168,0.0959424376487732,0.15061724185943604,0.12617300532587072,0.08701470494270325,0.8
biology,RELER,96,2-10,0.2096135204504939,0.4,0.07626152038574219,0.005706787109375,0.07055473327636719,0.2530757188796997,0.26544851805978786,0.02802741527557373,0.7
biology,RELER,97,2-10,0.22629438553091674,0.5,0.11213624477386475,0.0509265661239624,0.061209678649902344,0.09864389896392822,0.12843425855637872,0.06336581707000732,0.8
biology,RELER,98,101+,0.38685280723454163,0.5,0.2305833101272583,0.014044582843780518,0.21653872728347778,0.11404374241828918,0.11144905823798633,0.04483455419540405,0.4
biology,RELER,99,1,0.09397456446531771,0.0,0.19754111766815186,0.013522624969482422,0.18401849269866943,0.18603867292404175,0.23726261121794864,0.17102688550949097,0.6
biology,Listwise,0,1,0.3347975674340218,0.0,0.029526472091674805,-0.004521787166595459,0.034048259258270264,0.034048259258270264,0.03312175734613694,0.04105502367019653,0.5
biology,Listwise,1,2-10,0.09546043308946733,0.375,-0.018709301948547363,-0.08775252103805542,0.06904321908950806,-0.02219468355178833,-0.013729543540494049,-0.04862767457962036,0.8
biology,Listwise,10,1,0.0,0.0,0.08503389358520508,0.013566285371780396,0.07146760821342468,0.08556729555130005,0.08096806943123794,0.028987020254135132,1.0
biology,Listwise,100,1,0.0,0.0,0.09921783208847046,0.05750930309295654,0.041708528995513916,0.2398880422115326,0.22878996664985965,0.1015932559967041,0.6
biology,Listwise,101,101+,0.0,0.0,-0.043448418378829956,0.0021647214889526367,-0.04561313986778259,0.16193464398384094,0.1728757681268801,-0.037295401096343994,0.7
biology,Listwise,102,101+,0.0,0.0,0.13159063458442688,-0.17119520902633667,0.30278584361076355,0.30278587341308594,0.23444264892484745,0.13159072399139404,0.6
biology,Listwise,11,2-10,0.16958010263680806,0.6666666666666667,0.034639954566955566,-0.04204249382019043,0.076682448387146,0.076682448387146,0.0768315595601855,0.012404054403305054,0.9
biology,Listwise,12,101+,0.0,0.0,0.12450379133224487,0.03751242160797119,0.08699136972427368,0.1820894181728363,0.17370882695352344,0.0895533561706543,0.8
biology,Listwise,13,2-10,0.5949424048114329,0.75,0.10144472122192383,-0.014728426933288574,0.1161731481552124,0.04272043704986572,0.0523637686475623,0.06883120536804199,0.9
biology,Listwise,14,1,-0.13743816645714543,-0.6666666666666667,0.05677306652069092,0.06753712892532349,-0.010764062404632568,0.1437774896621704,0.14516426405285696,0.07155439257621765,0.6
biology,Listwise,15,101+,0.21515079688078367,0.14285714285714285,0.12812766432762146,0.0447314977645874,0.08339616656303406,0.20820870995521545,0.183933299795229,0.04694831371307373,0.7
biology,Listwise,16,101+,0.0,0.0,0.10280662775039673,-0.027359485626220703,0.13016611337661743,0.1641196608543396,0.1370655999040327,0.10280662775039673,0.9
biology,Listwise,17,2-10,0.32420457354730975,0.5,0.06402468681335449,-0.02376377582550049,0.08778846263885498,-0.040721356868743896,-0.041073869060903156,0.00317344069480896,0.8
biology,Listwise,18,101+,0.35853358850813305,0.25,0.10622665286064148,-0.010111510753631592,0.11633816361427307,0.08758866786956787,0.07735202120173185,0.08522933721542358,0.5
biology,Listwise,19,2-10,0.5,0.6666666666666667,0.07481199502944946,-0.01723623275756836,0.09204822778701782,0.09204816818237305,0.13367309212569306,0.07481193542480469,0.7
biology,Listwise,2,11-100,0.11706259313796354,0.2,0.00777435302734375,-0.0747520923614502,0.08252644538879395,0.15177133679389954,0.1361826626215264,-0.006610572338104248,0.7
biology,Listwise,20,2-10,0.5378479902998544,0.8888888888888888,0.06959909200668335,-0.04903852939605713,0.11863762140274048,0.06237912178039551,0.060978788917431095,0.008797943592071533,0.7
biology,Listwise,21,2-10,0.3069704433648227,0.6666666666666667,0.06088358163833618,-0.013392329216003418,0.0742759108543396,0.2210777997970581,0.21380976116332917,0.03930312395095825,0.7
biology,Listwise,22,11-100,0.38685280723454163,0.5,0.09228062629699707,-0.00113600492477417,0.09341663122177124,0.22948116064071655,0.2230186951332096,0.04804101586341858,0.7
biology,Listwise,23,101+,0.0,0.0,0.11639875173568726,0.038143813610076904,0.07825493812561035,0.07617300748825073,0.07967100203041547,0.10034510493278503,0.7
biology,Listwise,24,1,-0.1548149381060362,0.0,-0.02549910545349121,0.03075110912322998,-0.05625021457672119,0.16272538900375366,0.15790342094045037,-0.025814443826675415,0.7
biology,Listwise,25,1,0.01629416649494242,0.0,0.035831987857818604,0.010504722595214844,0.02532726526260376,0.2001599669456482,0.17129441412726998,0.0012604296207427979,0.7
biology,Listwise,26,101+,0.3333333333333333,0.14285714285714285,0.12212973833084106,0.03496521711349487,0.08716452121734619,0.08716446161270142,0.07491544300639205,0.12212973833084106,0.5
biology,Listwise,27,11-100,0.3903800499921017,1.0,0.11152517795562744,0.05873602628707886,0.052789151668548584,0.0711788535118103,0.10603508000002966,0.09717786312103271,0.9
biology,Listwise,28,2-10,0.11314719276545837,0.1333333333333333,0.027655959129333496,-0.0053462982177734375,0.033002257347106934,0.03300219774246216,0.02907816939929847,0.027655959129333496,0.8
biology,Listwise,29,11-100,0.6131471927654584,1.0,0.14161479473114014,0.06396681070327759,0.07764798402786255,0.11792570352554321,0.13093618485205252,0.11717987060546875,0.8
biology,Listwise,3,1,0.0,0.0,0.09795469045639038,0.02826380729675293,0.06969088315963745,0.06969094276428223,0.08714909394234167,0.11249285936355591,0.6
biology,Listwise,30,1,0.34222207292834145,0.0,-0.00348508358001709,0.04325300455093384,-0.04673808813095093,0.10765865445137024,0.1334655425501936,0.05872511863708496,0.7
biology,Listwise,31,11-100,0.6049306994552042,1.0,0.20104044675827026,-0.01512134075164795,0.2161617875099182,0.22610434889793396,0.2556771236608143,0.1308552324771881,0.6
biology,Listwise,32,101+,0.0,0.0,-0.09203708171844482,0.00669369101524353,-0.09873077273368835,-0.09873092174530029,-0.07932501547499823,-0.08533012866973877,0.7
biology,Listwise,33,101+,0.2640681225725909,0.25,0.10309243202209473,0.047005295753479004,0.05608713626861572,0.05608707666397095,0.04446837851397688,0.07200592756271362,0.7
biology,Listwise,34,101+,0.0,0.0,0.051206231117248535,0.019928395748138428,0.03127783536911011,0.32195812463760376,0.2582009453817312,0.014497995376586914,0.9
biology,Listwise,35,2-10,0.6747824105006148,0.8,0.04965478181838989,-0.09386950731277466,0.14352428913116455,0.2042001485824585,0.19026188450976508,0.0532895028591156,0.7
biology,Listwise,36,11-100,1.0,1.0,0.08994835615158081,-0.046611905097961426,0.13656026124954224,0.23053401708602905,0.2079878040095489,0.08994847536087036,0.7
biology,Listwise,37,101+,0.5012658353418871,0.25,0.1552453637123108,0.03728806972503662,0.11795729398727417,0.3486313819885254,0.2779210792274507,0.1555282175540924,0.8
biology,Listwise,38,11-100,0.7653606369886217,1.0,0.14147013425827026,-0.062071919441223145,0.2035420536994934,0.2152896523475647,0.20393086716370024,0.1011282205581665,0.6
biology,Listwise,39,101+,1.0,1.0,0.1615687608718872,0.002171158790588379,0.15939760208129883,0.3478098511695862,0.33301182125217654,0.19180864095687866,0.7
biology,Listwise,4,2-10,-0.18154179253735267,-0.2,-0.07278960943222046,-0.026264190673828125,-0.046525418758392334,0.005502432584762573,0.01489055539672704,-0.05438512563705444,0.6
biology,Listwise,40,101+,0.0,0.0,0.15328451991081238,-0.0465545654296875,0.19983908534049988,0.2360636293888092,0.20859039470697355,0.14439451694488525,0.8
biology,Listwise,41,11-100,0.8710785440003369,1.0,0.1488860845565796,0.0684322714805603,0.08045381307601929,0.2872290015220642,0.283572638146943,0.16131436824798584,0.9
biology,Listwise,42,101+,0.0,0.0,0.0473213791847229,-0.07581222057342529,0.1231335997581482,0.36031070351600647,0.3255827897368957,0.031152784824371338,0.6
biology,Listwise,43,11-100,0.7039180890341347,1.0,0.1213083267211914,-0.07057815790176392,0.19188648462295532,0.35773545503616333,0.2941483848573513,0.0991610586643219,0.9
biology,Listwise,44,11-100,0.3065735963827292,0.3333333333333333,0.05871683359146118,-0.03496861457824707,0.09368544816970825,0.0936855673789978,0.08865080896429865,0.055426597595214844,0.9
biology,Listwise,45,11-100,0.3065735963827292,0.3333333333333333,0.0558168888092041,-0.04581946134567261,0.10163635015487671,0.10163635015487671,0.09847044093672033,0.12674370408058167,0.6
biology,Listwise,46,101+,0.3562071871080222,0.16666666666666666,0.1256541907787323,-0.08299088478088379,0.2086450755596161,0.2562057077884674,0.20602967857063653,0.12565425038337708,0.8
biology,Listwise,47,11-100,0.7039180890341347,1.0,0.2355443239212036,-0.04145157337188721,0.2769958972930908,0.4097056984901428,0.37865449634456605,0.18973127007484436,0.8
biology,Listwise,48,11-100,0.6049306994552042,1.0,0.06054055690765381,-0.006233155727386475,0.06677371263504028,0.2491450309753418,0.2175128972736433,0.015918493270874023,0.7
biology,Listwise,49,101+,0.38685280723454163,0.5,0.2248140573501587,-0.007844984531402588,0.23265904188156128,0.3866991102695465,0.33397203834259315,0.2081567347049713,0.7
biology,Listwise,5,2-10,0.23936043176429644,0.6666666666666667,0.2236926555633545,0.09113562107086182,0.13255703449249268,0.19129669666290283,0.2578752442499764,0.09718525409698486,0.9
biology,Listwise,50,101+,0.11751610475642714,0.1111111111111111,0.11504539847373962,-0.047452330589294434,0.16249772906303406,0.2973645031452179,0.28471596047150854,0.07229512929916382,0.7
biology,Listwise,51,101+,0.0,0.0,0.14518079161643982,-0.04005783796310425,0.18523862957954407,0.17203570902347565,0.123994829253846,0.13735473155975342,0.7
biology,Listwise,52,11-100,0.14126697285982898,0.1111111111111111,0.0745595395565033,0.08809560537338257,-0.013536065816879272,-0.06626683473587036,-0.11081905418665747,0.05263411998748779,0.8
biology,Listwise,53,101+,0.0,0.0,0.09216547012329102,0.005937695503234863,0.08622777462005615,0.31894803047180176,0.27013275915690776,0.0747596025466919,0.9
biology,Listwise,54,11-100,0.18154179253735267,0.2,0.11212876439094543,-0.04538106918334961,0.15750983357429504,0.30327776074409485,0.29981259584395364,0.08476471900939941,0.6
biology,Listwise,55,11-100,0.7653606369886217,1.0,0.0927889347076416,-0.1056637167930603,0.1984526515007019,0.3171554207801819,0.27914508440437635,0.0712205171585083,0.9
biology,Listwise,56,101+,0.0,0.0,0.200869619846344,0.020398437976837158,0.18047118186950684,0.24118942022323608,0.19409072072847605,0.20086956024169922,0.7
biology,Listwise,57,2-10,0.3403822263507532,0.25,0.07509326934814453,0.004763245582580566,0.07033002376556396,0.09429734945297241,0.11859955286949894,0.10293012857437134,0.8
biology,Listwise,58,11-100,0.6713860725233041,1.0,0.13824039697647095,-0.06607955694198608,0.20431995391845703,0.270982027053833,0.2767166682277353,0.11742761731147766,0.7
biology,Listwise,59,11-100,0.38685280723454163,0.5,0.10152029991149902,0.02294403314590454,0.07857626676559448,0.09932476282119751,0.12425987191679135,0.06880903244018555,0.7
biology,Listwise,6,11-100,0.4198523768135527,0.3333333333333333,0.12874937057495117,-0.05138838291168213,0.1801377534866333,0.19094336032867432,0.17249987353896395,0.09099516272544861,0.8
biology,Listwise,60,101+,0.0,0.0,0.051463425159454346,-0.07841044664382935,0.1298738718032837,0.12987375259399414,0.11508256591215865,0.03208082914352417,0.8
biology,Listwise,61,11-100,0.11751610475642714,0.1111111111111111,0.10013425350189209,-0.06847041845321655,0.16860467195510864,0.2339286208152771,0.2060723424880729,0.06492343544960022,0.7
biology,Listwise,62,2-10,0.10215113637802772,-0.07500000000000001,0.05925208330154419,0.016187429428100586,0.043064653873443604,0.12244522571563721,0.15351702034899764,0.13743984699249268,0.8
biology,Listwise,63,11-100,0.3764290720714305,0.5,0.14373672008514404,-0.0007476806640625,0.14448440074920654,0.14448446035385132,0.1266578069775143,0.16180777549743652,0.8
biology,Listwise,64,2-10,0.39473975594729416,0.8333333333333334,0.08369582891464233,-0.007489502429962158,0.09118533134460449,0.1282665729522705,0.16514327183644623,0.06774181127548218,0.6
biology,Listwise,65,1,0.0,0.0,0.058124005794525146,0.058124005794525146,0.0,0.0,,0.08204340934753418,0.6
biology,Listwise,66,2-10,0.3809072475714496,0.5,0.10311567783355713,0.056217312812805176,0.04689836502075195,0.04689842462539673,0.04833562389976202,0.06562167406082153,0.7
biology,Listwise,67,11-100,0.28097267762005274,0.25,0.030322790145874023,-0.07763206958770752,0.10795485973358154,0.26083168387413025,0.2154469816177263,0.02271246910095215,0.7
biology,Listwise,68,11-100,0.16958010263680806,0.3333333333333333,0.07510477304458618,-0.025908172130584717,0.1010129451751709,0.22372984886169434,0.21603428031207825,0.05982017517089844,0.7
biology,Listwise,69,11-100,0.29007579773858083,0.2,0.06366091966629028,0.006429314613342285,0.057231605052948,0.10354220867156982,0.13667014679762507,0.04248082637786865,0.5
biology,Listwise,7,1,0.0688590139355505,0.0,-0.02947622537612915,-0.05706220865249634,0.027585983276367188,0.05727660655975342,0.08246207516922092,-0.010412931442260742,0.7
biology,Listwise,70,2-10,0.2513238704813261,0.8333333333333334,0.08726996183395386,0.04824841022491455,0.03902155160903931,-0.19472432136535645,-0.1889238512325675,0.01515209674835205,0.9
biology,Listwise,71,101+,0.0,0.0,-0.02409738302230835,-0.0314294695854187,0.0073320865631103516,0.07854515314102173,0.07955880146246838,0.0066477954387664795,0.9
biology,Listwise,72,1,0.10403783122080151,-0.5,-0.02020728588104248,0.08671021461486816,-0.10691750049591064,-0.01928400993347168,-0.017000723915631163,0.017142415046691895,0.5
biology,Listwise,73,101+,0.0,0.0,0.07364487648010254,-0.1794198751449585,0.25306475162506104,0.2530645728111267,0.20572700349701162,0.054363101720809937,0.6
biology,Listwise,74,1,0.19519002499605087,0.0,0.07083511352539062,0.04834103584289551,0.022494077682495117,0.08294898271560669,0.07972278096346952,0.02835601568222046,0.5
biology,Listwise,75,11-100,0.18154179253735267,0.2,0.08905786275863647,0.012487590312957764,0.07657027244567871,0.03808584809303284,0.027474735373659714,0.08819550275802612,0.8
biology,Listwise,76,101+,0.0,0.0,0.0934453010559082,0.10806190967559814,-0.014616608619689941,0.2521013617515564,0.19754662971245254,0.08849892020225525,0.4
biology,Listwise,77,101+,0.19342640361727081,0.125,0.13249284029006958,-0.01986163854598999,0.15235447883605957,0.25105464458465576,0.2144586566601366,0.1272193193435669,0.8
biology,Listwise,78,2-10,0.4166583894850667,0.8,0.08001989126205444,0.029886245727539062,0.05013364553451538,0.07361459732055664,0.13188394421848915,0.07656633853912354,0.7
biology,Listwise,79,2-10,0.6661998717660158,0.75,0.10664451122283936,0.011228501796722412,0.09541600942611694,0.35707032680511475,0.3211379403641109,0.1097349226474762,0.5
biology,Listwise,8,1,-0.3065735963827292,-0.6666666666666667,-0.13309413194656372,-0.12142634391784668,-0.011667788028717041,0.0044661760330200195,0.004466778205963685,-0.0638132095336914,0.6
biology,Listwise,80,101+,0.0,0.0,-0.028108328580856323,-0.06498539447784424,0.036877065896987915,0.17639204859733582,0.17446293261888063,-0.0936148464679718,0.8
biology,Listwise,81,101+,0.0,0.0,-0.06842449307441711,0.043779194355010986,-0.1122036874294281,0.2069896161556244,0.18576888806103842,-0.050659775733947754,0.8
biology,Listwise,82,101+,0.0,0.0,0.08658471703529358,-0.07947331666946411,0.1660580337047577,0.18671083450317383,0.14294154836175277,0.08595415949821472,0.9
biology,Listwise,83,101+,0.0,0.0,0.027787834405899048,-0.07750111818313599,0.10528895258903503,0.170665442943573,0.1533855776720796,0.02778780460357666,0.5
biology,Listwise,84,2-10,0.3183412193664158,0.0,-0.10876768827438354,-0.15692138671875,0.048153698444366455,0.04815375804901123,0.057692365854696406,0.04836207628250122,0.3
biology,Listwise,85,2-10,0.6934264036172708,0.6666666666666667,0.010476112365722656,-0.11924827098846436,0.129724383354187,0.28408312797546387,0.26755533034802154,0.03846544027328491,0.8
biology,Listwise,86,11-100,0.21252302622743086,0.2,0.12278902530670166,0.14237594604492188,-0.019586920738220215,-0.01958698034286499,-0.03817145668700911,0.08461838960647583,0.7
biology,Listwise,87,11-100,0.0,0.0,0.06771385669708252,0.07462745904922485,-0.006913602352142334,0.20446589589118958,0.20363413442574402,0.06622427701950073,0.8
biology,Listwise,88,11-100,0.6364391809889587,1.0,0.16568541526794434,-0.08478474617004395,0.2504701614379883,0.29731202125549316,0.308437822503038,0.14297404885292053,1.0
biology,Listwise,89,11-100,0.8070380459557518,1.0,0.09779012203216553,0.0037487149238586426,0.09404140710830688,0.24715939164161682,0.24345491468085453,0.1128530502319336,0.7
biology,Listwise,9,11-100,0.19092086617893467,0.5,0.11338061094284058,0.007780551910400391,0.10560005903244019,0.16283679008483887,0.164318478813695,0.027934551239013672,0.7
biology,Listwise,90,101+,0.0,0.0,0.05267724394798279,0.0027791261672973633,0.049898117780685425,0.14146488904953003,0.11061842893226087,0.027415454387664795,0.7
biology,Listwise,91,101+,0.123151194370365,0.125,0.1991952657699585,-0.01323157548904419,0.21242684125900269,0.41811028122901917,0.3507195657019898,0.17363080382347107,0.8
biology,Listwise,92,11-100,0.8315546295836225,1.0,-0.005387306213378906,-0.08386129140853882,0.07847398519515991,0.23717764019966125,0.22676640952094676,0.012897729873657227,0.8
biology,Listwise,93,11-100,1.0,1.0,0.0469629168510437,-0.12226951122283936,0.16923242807388306,0.24879902601242065,0.2036696425803389,0.04696303606033325,0.7
biology,Listwise,94,11-100,0.2532778777010656,0.14285714285714285,0.011070966720581055,0.012970030307769775,-0.0018990635871887207,0.3048841953277588,0.2833043854286057,0.027755558490753174,0.8
biology,Listwise,95,11-100,0.19342640361727081,0.125,0.09252667427062988,0.022478580474853516,0.07004809379577637,0.07004809379577637,0.04816023301394309,0.07340893149375916,0.8
biology,Listwise,96,2-10,0.2096135204504939,0.4,0.06574094295501709,0.002076864242553711,0.06366407871246338,0.19837433099746704,0.21138792649066174,0.05558139085769653,0.8
biology,Listwise,97,2-10,0.22629438553091674,0.5,0.09318149089813232,0.06777912378311157,0.025402367115020752,0.025402367115020752,0.033290024424672084,0.04007077217102051,0.8
biology,Listwise,98,101+,0.19342640361727081,0.125,0.1548699140548706,0.01685023307800293,0.13801968097686768,0.0887601375579834,0.09274235088122627,0.06755715608596802,0.5
biology,Listwise,99,1,0.09397456446531771,0.0,0.15898680686950684,0.0422249436378479,0.11676186323165894,0.11676180362701416,0.15620385112821294,0.13654375076293945,0.6
earth_science,E0,0,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,1,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,10,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,100,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,101,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,102,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,103,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,105,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,106,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,107,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,108,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,109,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,11,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,110,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,111,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,112,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,113,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,114,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,115,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,12,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,13,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,14,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,15,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,16,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,17,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,18,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,19,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,2,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,20,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,21,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,22,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,23,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,24,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,25,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,26,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,27,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,28,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,29,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,3,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,30,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,31,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,32,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,33,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,34,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,35,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,37,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,38,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,4,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,40,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,42,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,44,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,45,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,46,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,48,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,49,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,5,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,50,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,52,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,53,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,55,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,56,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,57,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,58,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,59,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,6,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,60,11-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,61,101+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,62,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,63,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,64,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,65,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,66,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,68,2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
earth_science,E0,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
